CHR	BP	ANNOTATE
chr3	127817022	NA
chr3	127817478	NA
chr3	127817508	NA
chr3	127817955	NA
chr3	127818323	NA
chr3	127818558	NA
chr3	127838630	NA
chr3	127838999	NA
chr3	127841597	NA
chr3	127841744	NA
chr3	127842095	NA
chr3	127842141	NA
chr3	127842220	NA
chr3	127843378	NA
chr3	127846273	NA
chr3	127846378	NA
chr3	127857108	NA
chr3	127857144	NA
chr3	127858439	NA
chr3	127871869	NA
chr3	127872031	NA
chr3	127872175	NA
chr3	127872506	exonic
chr3	127872602	exonic
chr3	127872691	NA
chr3	127872796	NA
chr3	127886957	NA
chr3	127890193	NA
chr3	127892851	NA
chr3	127899624	NA
chr3	127904943	NA
chr3	127905648	NA
chr3	127907876	NA
chr3	127907929	NA
chr3	127920023	NA
chr3	127920075	NA
chr3	127923810	NA
chr3	127925192	NA
chr3	127925585	NA
chr3	127929996	NA
chr3	127950604	NA
chr3	127952919	NA
chr3	127953148	NA
chr3	127953969	NA
chr3	127954082	NA
chr3	127954434	NA
chr3	127955425	NA
chr3	127955432	NA
chr3	127955896	NA
chr3	127956148	NA
chr3	127956188	NA
chr3	127956272	NA
chr3	127956708	NA
chr3	127956748	NA
chr3	127957232	NA
chr3	127958013	NA
chr3	127958414	NA
chr3	127958692	NA
chr3	127958869	NA
chr3	127959081	NA
chr3	127959186	NA
chr3	127959824	NA
chr3	127959865	NA
chr3	127960045	NA
chr3	127960209	NA
chr3	127960299	NA
chr3	127960334	NA
chr3	127961077	NA
chr3	127961178	NA
chr3	127961305	NA
chr3	127961396	NA
chr3	127961632	NA
chr3	127962329	NA
chr3	127962448	NA
chr3	127962757	NA
chr3	127962876	NA
chr3	127963189	NA
chr3	127963191	NA
chr3	127963192	NA
chr3	127964651	NA
chr3	127964873	NA
chr3	127973991	NA
chr3	127980995	exonic
chr3	127983495	exonic
chr3	127994007	NA
chr3	127994160	NA
chr3	127997115	NA
chr3	127997429	NA
chr3	127999001	NA
chr3	127999430	NA
chr3	127999955	NA
chr3	128000015	NA
chr3	128000244	NA
chr3	128000754	NA
chr3	128001367	NA
chr3	128001515	NA
chr3	128002462	NA
chr3	128002850	NA
chr3	128003617	NA
chr3	128004421	NA
chr3	128004531	NA
chr3	128004584	NA
chr3	128005019	NA
chr3	128006249	NA
chr3	128013645	NA
chr3	128013903	NA
chr3	128014397	NA
chr3	128015178	NA
chr3	128015236	NA
chr3	128016403	NA
chr3	128016612	NA
chr3	128016613	NA
chr3	128027237	NA
chr3	128027995	NA
chr3	128028105	NA
chr3	128036786	NA
chr3	128038373	NA
chr3	128038689	NA
chr3	128038834	NA
chr3	128039895	NA
chr3	128041830	NA
chr3	128042258	NA
chr3	128042276	NA
chr3	128042877	NA
chr3	128043004	NA
chr3	128043050	NA
chr3	128043920	NA
chr3	128044372	NA
chr3	128046472	NA
chr3	128046643	NA
chr3	128046780	NA
chr3	128053487	NA
chr3	128053868	NA
chr3	128055232	NA
chr3	128055613	NA
chr3	128055663	NA
chr3	128056851	NA
chr3	128056897	NA
chr3	128058313	NA
chr3	128058610	NA
chr3	128058617	NA
chr3	128059293	NA
chr3	128059610	NA
chr3	128061689	NA
chr3	128061922	NA
chr3	128062070	NA
chr3	128063494	NA
chr3	128063879	NA
chr3	128064118	NA
chr3	128064791	NA
chr3	128064818	NA
chr3	128064819	NA
chr3	128064873	NA
chr3	128065313	NA
chr3	128065466	NA
chr3	128065815	NA
chr3	128066610	NA
chr3	128066878	NA
chr3	128067114	NA
chr3	128067275	NA
chr3	128067441	NA
chr3	128067548	NA
chr3	128068080	NA
chr3	128069512	NA
chr3	128069935	NA
chr3	128073656	NA
chr3	128073980	NA
chr3	128074132	NA
chr3	128079161	NA
chr3	128079460	NA
chr3	128079466	NA
chr3	128079991	NA
chr3	128080689	NA
chr3	128081260	NA
chr3	128082061	NA
chr3	128083332	NA
chr3	128088667	NA
chr3	128090595	NA
chr3	128091954	NA
chr3	128092102	NA
chr3	128095900	NA
chr3	128096136	NA
chr3	128096613	NA
chr3	128096929	NA
chr3	128097023	NA
chr3	128097290	NA
chr3	128097496	NA
chr3	128097781	NA
chr3	128097907	NA
chr3	128098166	NA
chr3	128098636	NA
chr3	128098711	NA
chr3	128099077	NA
chr3	128099623	NA
chr3	128100411	NA
chr3	128100614	NA
chr3	128100678	NA
chr3	128101344	NA
chr3	128101929	NA
chr3	128102304	NA
chr3	128102595	NA
chr3	128102794	NA
chr3	128103714	NA
chr3	128103839	NA
chr3	128104562	NA
chr3	128104777	NA
chr3	128105523	NA
chr3	128105601	NA
chr3	128105775	NA
chr3	128105780	NA
chr3	128105928	NA
chr3	128105972	NA
chr3	128106250	NA
chr3	128106267	NA
chr3	128106283	NA
chr3	128106406	NA
chr3	128106536	NA
chr3	128107020	NA
chr3	128107139	NA
chr3	128107454	NA
chr3	128107517	NA
chr3	128109630	NA
chr3	128111113	NA
chr3	128111137	NA
chr3	128111174	NA
chr3	128111201	NA
chr3	128111302	NA
chr3	128111570	NA
chr3	128111814	NA
chr3	128112202	NA
chr3	128112307	NA
chr3	128112389	NA
chr3	128113157	NA
chr3	128113829	NA
chr3	128114587	NA
chr3	128115898	NA
chr3	128117573	NA
chr3	128117658	NA
chr3	128118274	NA
chr3	128118439	NA
chr3	128118711	NA
chr3	128119874	NA
chr3	128120058	NA
chr3	128120355	NA
chr3	128120603	NA
chr3	128121395	NA
chr3	128122039	NA
chr3	128122396	NA
chr3	128122580	NA
chr3	128122820	NA
chr3	128123247	NA
chr3	128123288	NA
chr3	128123722	NA
chr3	128123786	NA
chr3	128127643	NA
chr3	128127694	NA
chr3	128127805	NA
chr3	128128254	NA
chr3	128128868	NA
chr3	128129040	NA
chr3	128129996	NA
chr3	128130485	NA
chr3	128130952	NA
chr3	128131170	NA
chr3	128131478	NA
chr3	128131712	NA
chr3	128132323	NA
chr3	128132373	NA
chr3	128133006	NA
chr3	128133108	NA
chr3	128133371	NA
chr3	128134308	NA
chr3	128134311	NA
chr3	128135181	NA
chr3	128135639	NA
chr3	128135657	NA
chr3	128136700	NA
chr3	128136946	NA
chr3	128137228	NA
chr3	128137479	NA
chr3	128138758	NA
chr3	128138805	NA
chr3	128139380	NA
chr3	128140205	NA
chr3	128140316	NA
chr3	128140542	NA
chr3	128140891	NA
chr3	128141102	NA
chr3	128141210	NA
chr3	128141310	NA
chr3	128141781	NA
chr3	128142891	NA
chr3	128143098	NA
chr3	128143195	NA
chr3	128143627	NA
chr3	128143964	NA
chr3	128144757	NA
chr3	128146849	NA
chr3	128147195	NA
chr3	128147658	NA
chr3	128147669	NA
chr3	128147873	NA
chr3	128148172	NA
chr3	128148525	NA
chr3	128148745	NA
chr3	128148761	NA
chr3	128148943	NA
chr3	128149266	NA
chr3	128149392	NA
chr3	128149590	NA
chr3	128149651	NA
chr3	128149700	NA
chr3	128149720	NA
chr3	128151261	NA
chr3	128151818	NA
chr3	128152031	NA
chr3	128152421	NA
chr3	128152663	NA
chr3	128152714	NA
chr3	128152993	NA
chr3	128153721	NA
chr3	128153835	NA
chr3	128153891	NA
chr3	128153912	NA
chr3	128154084	NA
chr3	128154212	NA
chr3	128154292	NA
chr3	128154332	NA
chr3	128154483	NA
chr3	128154502	NA
chr3	128154850	NA
chr3	128154858	NA
chr3	128154950	NA
chr3	128155091	NA
chr3	128155303	NA
chr3	128157292	NA
chr3	128159359	NA
chr3	128162695	NA
chr3	128162770	NA
chr3	128162791	NA
chr3	128162826	NA
chr3	128162839	NA
chr3	128166832	NA
chr3	128168886	NA
chr3	128168892	NA
chr3	128168970	NA
chr3	128171262	NA
chr3	128171536	NA
chr3	128171539	NA
chr3	128171570	NA
chr3	128171609	NA
chr3	128172058	NA
chr3	128172126	NA
chr3	128172139	NA
chr3	128172207	NA
chr3	128172312	NA
chr3	128172356	NA
chr3	128172721	NA
chr3	128172844	NA
chr3	128173231	NA
chr3	128173413	NA
chr3	128174018	NA
chr3	128174878	NA
chr3	128174939	NA
chr3	128175328	NA
chr3	128175395	NA
chr3	128175635	NA
chr3	128176760	NA
chr3	128176926	NA
chr3	128176958	NA
chr3	128176982	NA
chr3	128177046	NA
chr3	128177080	NA
chr3	128177096	NA
chr3	128177123	NA
chr3	128177161	NA
chr3	128177526	NA
chr3	128177876	NA
chr3	128180648	NA
chr3	128180852	NA
chr3	128181471	exonic
chr3	128181537	exonic
chr3	128181777	exonic
chr3	128182074	exonic
chr3	128182378	NA
chr3	128182997	NA
chr3	128182999	NA
chr3	128183425	NA
chr3	128183590	NA
chr3	128183643	NA
chr3	128183701	NA
chr3	128183719	NA
chr3	128184062	NA
chr3	128184324	NA
chr3	128184380	NA
chr3	128184416	NA
chr3	128185100	NA
chr3	128185191	NA
chr3	128185262	NA
chr3	128185399	NA
chr3	128185401	NA
chr3	128185410	NA
chr3	128185532	NA
chr3	128185553	NA
chr3	128185730	NA
chr3	128186292	NA
chr3	128186521	NA
chr3	128187057	NA
chr3	128187228	NA
chr3	128187234	NA
chr3	128187427	NA
chr3	128187631	NA
chr3	128187885	NA
chr3	128187929	NA
chr3	128187973	NA
chr3	128188343	NA
chr3	128188400	NA
chr3	128188771	NA
chr3	128188778	NA
chr3	128188827	NA
chr3	128189360	NA
chr3	128189386	NA
chr3	128189391	NA
chr3	128189572	NA
chr3	128189602	NA
chr3	128190092	NA
chr3	128190404	NA
chr3	128190941	NA
chr3	128190985	NA
chr3	128191776	NA
chr3	128193951	NA
chr3	128194264	NA
chr3	128194264	NA
chr3	128194265	NA
chr3	128194409	NA
chr3	128194421	NA
chr3	128196500	NA
chr3	128197806	NA
chr3	128197807	NA
chr3	128198104	NA
chr3	128198174	NA
chr3	128198980	NA
chr3	128199147	NA
chr3	128199316	NA
chr3	128199380	NA
chr3	128199452	NA
chr3	128199662	NA
chr3	128199679	NA
chr3	128199846	NA
chr3	128200072	exonic
chr3	128200459	NA
chr3	128200534	NA
chr3	128200806	NA
chr3	128200981	NA
chr3	128201013	NA
chr3	128201376	NA
chr3	128201531	NA
chr3	128201532	NA
chr3	128201645	NA
chr3	128201889	NA
chr3	128202488	NA
chr3	128202943	NA
chr3	128203006	NA
chr3	128203035	NA
chr3	128203061	NA
chr3	128203479	NA
chr3	128203493	NA
chr3	128204228	NA
chr3	128204356	NA
chr3	128204473	NA
chr3	128204877	exonic
chr3	128204951	exonic
chr3	128204960	exonic
chr3	128205519	NA
chr3	128205860	exonic
chr3	128206302	NA
chr3	128206618	NA
chr3	128206710	NA
chr3	128206759	NA
chr3	128207423	NA
chr3	128207790	NA
chr3	128209042	NA
chr3	128209482	NA
chr3	128209570	NA
chr3	128209667	NA
chr3	128210026	NA
chr3	128210062	NA
chr3	128210342	NA
chr3	128210550	NA
chr3	128212132	NA
chr3	128212487	NA
chr3	128212526	NA
chr3	128212630	NA
chr3	128212653	NA
chr3	128212675	NA
chr3	128212730	NA
chr3	128212773	NA
chr3	128212963	NA
chr3	128213344	NA
chr3	128213852	NA
chr3	128213994	NA
chr3	128214736	NA
chr3	128214786	NA
chr3	128215105	NA
chr3	128215735	NA
chr3	128215775	NA
chr3	128215821	NA
chr3	128216172	NA
chr3	128216327	NA
chr3	128216356	NA
chr3	128216489	NA
chr3	128216750	NA
chr3	128216754	NA
chr3	128217084	NA
chr3	128217431	NA
chr3	128217499	NA
chr3	128217671	NA
chr3	128218646	NA
chr3	128218674	NA
chr3	128221728	NA
chr3	128222123	NA
chr3	128222152	NA
chr3	128223030	NA
chr3	128223231	NA
chr3	128223300	NA
chr3	128223331	NA
chr3	128223351	NA
chr3	128223782	NA
chr3	128224065	NA
chr3	128224114	NA
chr3	128224148	NA
chr3	128224154	NA
chr3	128224191	NA
chr3	128226756	NA
chr3	128227155	NA
chr3	128227321	NA
chr3	128227662	NA
chr3	128227833	NA
chr3	128228127	NA
chr3	128228394	NA
chr3	128228537	NA
chr3	128228597	NA
chr3	128228651	NA
chr3	128229324	NA
chr3	128229335	NA
chr3	128230844	NA
chr3	128230876	NA
chr3	128239657	NA
chr3	128256150	NA
chr3	128266425	NA
chr3	128267262	NA
chr3	128269445	NA
chr3	128269457	NA
chr3	128269514	NA
chr3	128272668	NA
chr3	128273660	NA
chr3	128274130	NA
chr3	128274184	NA
chr3	128274468	NA
chr3	128274645	NA
chr3	128275416	NA
chr3	128275459	NA
chr3	128275623	NA
chr3	128276834	NA
chr3	128276981	NA
chr3	128278418	NA
chr3	128278615	NA
chr3	128282487	NA
chr3	128282515	NA
chr3	140610924	NA
chr3	140611014	NA
chr3	140611394	NA
chr3	140611538	NA
chr3	140615960	NA
chr3	140617497	NA
chr3	140618020	NA
chr3	140618238	NA
chr3	140618363	NA
chr3	140618640	NA
chr3	140621480	NA
chr3	140621584	NA
chr3	140621618	NA
chr3	140621901	NA
chr3	140621909	NA
chr3	140622158	NA
chr3	140623389	NA
chr3	140623404	NA
chr3	140624840	NA
chr3	140630057	NA
chr3	140630934	NA
chr3	140631239	NA
chr3	140631444	NA
chr3	140631730	NA
chr3	140631861	NA
chr3	140632139	NA
chr3	140632208	NA
chr3	140632237	NA
chr3	140636609	NA
chr3	140636790	NA
chr3	140636886	NA
chr3	140636931	NA
chr3	140643243	NA
chr3	140643265	NA
chr3	140644059	NA
chr3	140646641	NA
chr3	140660411	NA
chr3	140660537	NA
chr3	140660559	NA
chr3	140661202	NA
chr3	140661474	NA
chr3	140661998	NA
chr3	140662544	NA
chr3	140665348	NA
chr3	140665520	NA
chr3	140667569	NA
chr3	140667617	NA
chr3	140667796	NA
chr3	140668405	NA
chr3	140669738	NA
chr3	140669825	NA
chr3	140669988	NA
chr3	140671286	NA
chr3	140671396	NA
chr3	140671860	NA
chr3	140672017	NA
chr3	140673501	NA
chr3	140674537	NA
chr3	140675164	NA
chr3	140675313	NA
chr3	140675583	NA
chr3	140675707	NA
chr3	140676012	NA
chr3	140676192	NA
chr3	140676556	NA
chr3	140676766	NA
chr3	140676800	NA
chr3	140676957	NA
chr3	140676990	NA
chr3	140677644	NA
chr3	140678030	NA
chr3	140678082	NA
chr3	140681449	NA
chr3	140681493	NA
chr3	140681633	NA
chr3	140681913	NA
chr3	140683017	NA
chr3	140683498	NA
chr3	140683615	NA
chr3	140683688	NA
chr3	140684003	NA
chr3	140684402	NA
chr3	140684794	NA
chr3	140684992	NA
chr3	140685078	NA
chr3	140685085	NA
chr3	140689409	NA
chr3	140689505	NA
chr3	140689520	NA
chr3	140689626	NA
chr3	140689662	NA
chr3	140691931	NA
chr3	140692106	NA
chr3	140692486	NA
chr3	140695307	NA
chr3	140696217	NA
chr3	140696243	NA
chr3	140696301	NA
chr3	140696302	NA
chr3	140696425	NA
chr3	140696475	NA
chr3	140696855	NA
chr3	140696929	NA
chr3	140697159	NA
chr3	140697301	NA
chr3	140697527	NA
chr3	140697750	NA
chr3	140697754	NA
chr3	140697939	NA
chr3	140697941	NA
chr3	140718999	NA
chr3	140719693	NA
chr3	140730647	NA
chr3	140734535	NA
chr3	140766208	NA
chr3	140770323	NA
chr3	140770462	NA
chr3	140770584	NA
chr3	140770978	NA
chr3	140771688	NA
chr3	140771874	NA
chr3	140784435	NA
chr3	140784929	NA
chr3	140785175	exonic
chr3	140794856	NA
chr3	140797705	NA
chr3	140800691	NA
chr3	140810574	NA
chr3	140810584	NA
chr3	140810602	NA
chr3	140810650	NA
chr3	140812485	NA
chr3	140812565	NA
chr3	140812630	NA
chr3	140812665	NA
chr3	140812968	NA
chr3	140813011	NA
chr3	140813135	NA
chr3	140813164	NA
chr3	140823589	NA
chr3	140824888	NA
chr3	140835478	NA
chr3	140842821	NA
chr3	140842963	NA
chr3	140843242	NA
chr3	140843284	NA
chr3	140843377	NA
chr3	140866631	NA
chr3	140866728	NA
chr3	140866848	NA
chr3	140866898	NA
chr3	140867094	NA
chr3	140871358	NA
chr3	140871614	NA
chr3	140872329	NA
chr3	140874152	NA
chr3	140874440	NA
chr3	140895835	NA
chr3	140895903	NA
chr3	140896233	NA
chr3	140900923	NA
chr3	140900947	NA
chr3	140900999	NA
chr3	140902502	NA
chr3	140903322	NA
chr3	140903403	NA
chr3	140908639	NA
chr3	140908734	NA
chr3	140910355	NA
chr3	140910389	NA
chr3	140910504	NA
chr3	140911199	NA
chr3	140911204	NA
chr3	140911298	NA
chr3	140911331	NA
chr3	140931144	NA
chr3	140931145	NA
chr3	140931187	NA
chr3	140947488	NA
chr3	140947612	NA
chr3	140947636	NA
chr3	140947647	NA
chr3	140947870	NA
chr3	140948110	NA
chr3	140948232	NA
chr3	140948377	NA
chr3	140949300	NA
chr3	140949422	NA
chr3	140950059	NA
chr3	140950437	NA
chr3	140950511	NA
chr3	140950627	NA
chr3	140950660	NA
chr3	140950803	NA
chr3	140951116	NA
chr3	140951365	NA
chr3	140951392	NA
chr3	140951522	NA
chr3	140951524	NA
chr3	140952159	NA
chr3	140952384	NA
chr3	140953053	NA
chr3	140953239	NA
chr3	140953342	NA
chr3	140953392	NA
chr3	140956453	NA
chr3	140956521	NA
chr3	140956600	NA
chr3	140956621	NA
chr3	140957026	NA
chr3	140957177	NA
chr3	140958061	NA
chr3	140959233	NA
chr3	140959301	NA
chr3	140959344	NA
chr3	140959430	NA
chr3	140959535	NA
chr3	140962198	NA
chr3	140962231	NA
chr3	140964609	NA
chr3	140964694	NA
chr3	140965056	NA
chr3	140977973	NA
chr3	140978098	NA
chr3	140978194	NA
chr3	140978368	NA
chr3	140978863	NA
chr3	140978921	NA
chr3	140980107	NA
chr3	140980454	NA
chr3	140980467	NA
chr3	140980585	NA
chr3	140980587	NA
chr3	140980952	NA
chr3	140990329	NA
chr3	140990390	NA
chr3	140990415	NA
chr3	140990456	NA
chr3	140990464	NA
chr3	140990629	NA
chr3	140990784	NA
chr3	140990867	NA
chr3	140990998	NA
chr3	140991047	NA
chr3	140992753	NA
chr3	140994172	NA
chr3	140994221	NA
chr3	140994223	NA
chr3	140994286	NA
chr3	140994684	NA
chr3	140994727	NA
chr3	140994846	NA
chr3	140994902	NA
chr3	140995041	NA
chr3	140995065	NA
chr3	140996363	NA
chr3	140996410	NA
chr3	140996601	NA
chr3	140996673	NA
chr3	140996969	NA
chr3	140996993	NA
chr3	140997024	NA
chr3	140997031	NA
chr3	140997050	NA
chr3	140997071	NA
chr3	140997320	exonic
chr3	140997592	NA
chr3	140997601	NA
chr3	140997625	NA
chr3	140997712	NA
chr3	140998214	NA
chr3	141003354	NA
chr3	141004365	NA
chr3	141004366	NA
chr3	141004369	NA
chr3	141004612	NA
chr3	141005486	NA
chr3	141005509	NA
chr3	141005574	NA
chr3	141005867	NA
chr3	141011630	exonic
chr3	141012435	NA
chr3	141012489	NA
chr3	141013268	NA
chr3	141013440	NA
chr3	141013617	NA
chr3	141022487	NA
chr3	141026611	NA
chr3	141027614	NA
chr3	141029729	NA
chr3	141029860	NA
chr3	141030065	NA
chr3	141030330	NA
chr3	141030521	NA
chr3	141030543	NA
chr3	141030647	NA
chr3	141030793	NA
chr3	141031298	NA
chr3	141031414	NA
chr3	141031422	NA
chr3	141031925	NA
chr3	141032086	NA
chr3	141042222	NA
chr3	141042363	NA
chr3	141043095	NA
chr3	141072661	NA
chr3	141072666	NA
chr3	141072762	NA
chr3	141080081	NA
chr3	141085727	NA
chr3	141085972	NA
chr3	141086069	NA
chr3	141086083	NA
chr3	141086149	NA
chr3	141086586	NA
chr3	141087623	NA
chr3	141088602	NA
chr3	141095242	NA
chr3	141095372	NA
chr3	141095427	NA
chr3	141095724	NA
chr3	141095949	NA
chr3	141096071	NA
chr3	141096185	NA
chr3	141096216	NA
chr3	141096518	NA
chr3	141096736	NA
chr3	141096755	NA
chr3	141100280	NA
chr3	141102833	NA
chr3	141103299	NA
chr3	141105570	NA
chr3	141106063	NA
chr3	141108338	NA
chr3	141112168	NA
chr3	141114293	NA
chr3	141114894	NA
chr3	141115219	NA
chr3	141120218	NA
chr3	141121336	NA
chr3	141121341	NA
chr3	141121504	NA
chr3	141121557	NA
chr3	141121814	NA
chr3	141121855	NA
chr3	141124121	NA
chr3	141128005	NA
chr3	141128250	NA
chr3	141128524	NA
chr3	141128677	NA
chr3	141128804	NA
chr3	141129999	NA
chr3	141130814	NA
chr3	141130835	NA
chr3	141131707	NA
chr3	141132948	NA
chr3	141140659	NA
chr3	141144408	NA
chr3	141144431	NA
chr3	141145046	NA
chr3	141145216	NA
chr3	141145315	NA
chr3	141145402	NA
chr3	141145473	NA
chr3	141145479	NA
chr3	141145601	NA
chr3	141145816	NA
chr3	141150954	NA
chr3	141152017	NA
chr3	141152220	NA
chr3	141152987	NA
chr3	141160371	NA
chr3	141160882	NA
chr3	141162128	exonic
chr3	141162185	exonic
chr3	141163045	exonic
chr3	141163074	exonic
chr3	141166003	NA
chr3	141166426	NA
chr3	141167261	NA
chr3	141174956	NA
chr3	141175392	NA
chr3	141175452	NA
chr3	141175620	NA
chr3	141176931	NA
chr3	141176932	NA
chr3	141178979	NA
chr3	141179175	NA
chr3	141181684	NA
chr3	141181790	NA
chr3	141184198	NA
chr3	141193214	NA
chr3	141196260	NA
chr3	141201356	NA
chr3	141205465	NA
chr3	141205563	NA
chr3	141205572	NA
chr3	141206732	NA
chr3	141206800	NA
chr3	141206990	NA
chr3	141207575	NA
chr3	141224190	NA
chr3	141224253	NA
chr3	141234523	NA
chr3	141234580	NA
chr3	141234717	NA
chr3	141239133	NA
chr3	141244816	NA
chr3	141247793	NA
chr3	141248515	NA
chr3	141249398	NA
chr3	141257640	NA
chr3	141258496	NA
chr3	141258884	NA
chr3	141271916	NA
chr3	141272216	NA
chr3	141272269	NA
chr3	141272680	NA
chr3	141274041	NA
chr3	141274113	NA
chr3	141274118	NA
chr3	141274398	NA
chr3	141277651	NA
chr3	141278232	NA
chr3	141280448	NA
chr3	141288756	NA
chr3	141289486	NA
chr3	141290584	NA
chr3	141290903	NA
chr3	141326602	exonic
chr3	141327474	exonic
chr3	141333721	NA
chr3	141342951	NA
chr3	141344351	NA
chr3	141344368	NA
chr3	141345498	NA
chr3	141349880	NA
chr3	141349979	NA
chr3	141350123	NA
chr3	141362870	NA
chr3	141363689	NA
chr3	141365727	NA
chr3	141365775	NA
chr3	141365874	NA
chr3	141365883	NA
chr3	141375643	NA
chr3	141375837	NA
chr3	141378928	NA
chr3	141389447	NA
chr3	141400107	NA
chr3	141403952	NA
chr3	141404831	NA
chr3	141405708	NA
chr3	141422093	NA
chr3	141422557	NA
chr3	141422599	NA
chr3	141426649	NA
chr3	141435197	NA
chr3	141435409	NA
chr3	141435525	NA
chr3	141435730	NA
chr3	141435951	NA
chr3	141436206	NA
chr3	141448253	NA
chr3	141448324	NA
chr3	141448325	NA
chr3	141456370	NA
chr3	141456470	NA
chr3	141456675	NA
chr3	141456803	NA
chr3	141456826	NA
chr3	141457525	NA
chr3	141457998	NA
chr3	141458052	NA
chr3	141458068	NA
chr3	141458478	NA
chr3	141458650	NA
chr3	141458723	NA
chr3	141458730	NA
chr3	141458968	NA
chr3	141458985	NA
chr3	141461250	NA
chr3	141461847	NA
chr3	141461864	NA
chr3	141462332	NA
chr3	141462512	NA
chr3	141462748	NA
chr3	141462786	NA
chr3	141462830	NA
chr3	141462896	NA
chr3	141463033	NA
chr3	141463139	NA
chr3	141463189	NA
chr3	141463267	NA
chr3	141463298	NA
chr3	141463803	NA
chr3	141464146	NA
chr3	141464231	NA
chr3	141464440	NA
chr3	141464715	NA
chr3	141464814	NA
chr3	141464816	NA
chr3	141465067	NA
chr3	141465128	NA
chr3	141465395	NA
chr3	141465598	NA
chr3	141465606	NA
chr3	141496457	NA
chr3	141496707	NA
chr3	141496818	NA
chr3	141496974	NA
chr3	141497150	exonic
chr3	141497168	exonic
chr3	141497469	exonic
chr3	141508244	NA
chr3	141508274	NA
chr3	141515470	NA
chr3	141515877	NA
chr3	141515939	NA
chr3	141516730	NA
chr3	141516843	NA
chr3	141517718	NA
chr3	141535558	exonic
chr3	141535608	exonic
chr3	141536947	NA
chr3	141548197	NA
chr3	141563951	NA
chr3	141564717	NA
chr3	141564733	NA
chr3	141564786	NA
chr3	141564947	NA
chr3	141565199	NA
chr3	141565610	NA
chr3	141565631	NA
chr3	141565869	NA
chr3	141565875	NA
chr3	141565909	NA
chr3	141565914	NA
chr3	141566088	NA
chr3	141566096	NA
chr3	141566250	NA
chr3	141566263	NA
chr3	141566397	NA
chr3	141573761	NA
chr3	141588770	NA
chr3	141588962	NA
chr3	141594389	NA
chr3	141594417	NA
chr3	141594547	NA
chr3	141595378	NA
chr3	141595527	NA
chr3	141595606	NA
chr3	141595883	NA
chr3	141596069	NA
chr3	141596069	NA
chr3	141596089	NA
chr3	141596100	NA
chr3	141596848	NA
chr3	141596871	NA
chr3	141596990	NA
chr3	141597351	NA
chr3	141597365	NA
chr3	141597538	NA
chr3	141597853	NA
chr3	141598174	NA
chr3	141598620	NA
chr3	141598951	NA
chr3	141599505	NA
chr3	169710614	exonic
chr3	169712558	NA
chr3	169712905	NA
chr3	169713483	NA
chr3	169713732	NA
chr3	169714141	NA
chr3	169714142	NA
chr3	169714801	NA
chr3	169715456	NA
chr3	169716639	NA
chr3	169730124	NA
chr3	169730662	NA
chr3	169754737	NA
chr3	169754865	NA
chr3	169755545	NA
chr3	169755591	NA
chr3	169755818	NA
chr3	169755860	NA
chr3	169755897	NA
chr3	169756028	NA
chr3	169756119	NA
chr3	169756846	NA
chr3	169758251	NA
chr3	169762099	NA
chr3	169762577	NA
chr3	169763315	NA
chr3	169765795	NA
chr3	169765880	NA
chr3	169766206	NA
chr3	169766207	NA
chr3	169766215	NA
chr3	169766424	NA
chr3	169767021	NA
chr3	169767955	NA
chr3	169794351	NA
chr3	169794774	NA
chr3	169795109	NA
chr3	169795224	NA
chr3	169797215	NA
chr3	169797935	NA
chr3	169798087	NA
chr3	169798459	NA
chr3	169798562	NA
chr3	169798618	NA
chr3	169798751	NA
chr3	169798962	NA
chr3	169801009	NA
chr3	169801439	NA
chr3	169801441	NA
chr3	169801537	NA
chr3	169801658	NA
chr3	169802920	NA
chr3	169802930	NA
chr3	169805447	NA
chr3	169806170	NA
chr3	169806816	NA
chr3	169807230	NA
chr3	169807624	NA
chr3	169807630	NA
chr3	169807760	NA
chr3	169807839	NA
chr3	169808114	NA
chr3	169808332	NA
chr3	169808354	NA
chr3	169809282	NA
chr3	169809558	NA
chr3	169809559	NA
chr3	169809560	NA
chr3	169809574	NA
chr3	169809923	NA
chr3	169810117	NA
chr3	169811039	NA
chr3	169812115	NA
chr3	169813246	NA
chr3	169813340	NA
chr3	169813633	NA
chr3	169813976	NA
chr3	169827754	NA
chr3	169831268	exonic
chr3	169843819	NA
chr3	169844874	NA
chr3	169844933	NA
chr3	169845300	NA
chr3	169845604	NA
chr3	169853441	NA
chr3	169853635	NA
chr3	169858415	NA
chr3	169858518	NA
chr3	169858721	NA
chr3	169859690	NA
chr3	169860239	NA
chr3	169865147	NA
chr3	169866013	NA
chr3	169866672	NA
chr3	169866812	NA
chr3	169875632	NA
chr3	169876765	NA
chr3	169876917	NA
chr3	169877278	NA
chr3	169877827	NA
chr3	169878020	NA
chr3	169878834	NA
chr3	169881004	NA
chr3	169881350	NA
chr3	169881373	NA
chr3	169881554	NA
chr3	169887829	NA
chr3	169887831	NA
chr3	169889074	NA
chr3	169889331	NA
chr3	169896023	NA
chr3	169896360	NA
chr3	169897921	NA
chr3	169898104	NA
chr3	169898257	NA
chr3	169899194	NA
chr3	169899667	NA
chr3	169899680	NA
chr3	169907017	NA
chr3	169939430	NA
chr3	169939512	NA
chr3	169939846	NA
chr3	169940045	NA
chr3	169941520	NA
chr3	169941581	NA
chr3	169941582	NA
chr3	169941582	NA
chr3	169941704	NA
chr3	169941827	NA
chr3	169942457	NA
chr3	169944413	NA
