"CHR","BP","TYPE1","TYPE2","COLOUR_HEX","TYPE2N"
3,127920023,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127923187,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127930459,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127930866,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127931402,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127933203,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127933786,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127933822,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127934218,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127934269,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127934276,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127934329,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127934774,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127935461,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127936527,"ChromHMM","Enhancer","#0000AA",7
3,127936532,"ChromHMM","Enhancer","#0000AA",7
3,127937645,"ChromHMM","Transcribed","#E0E0E0",9
3,127938137,"ChromHMM","Transcribed","#E0E0E0",9
3,127939034,"ChromHMM","Transcribed","#E0E0E0",9
3,127939357,"ChromHMM","Transcribed","#E0E0E0",9
3,127940353,"ChromHMM","Transcribed","#E0E0E0",9
3,127940440,"ChromHMM","Transcribed","#E0E0E0",9
3,127940534,"ChromHMM","Transcribed","#E0E0E0",9
3,127941439,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127942379,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127942729,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127942825,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127943328,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127944477,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127945349,"Conserved","Conserved","#F9A100",2
3,127945349,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127946788,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127948060,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127948149,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127948958,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127958013,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127961396,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127963448,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127978795,"ChromHMM","Heterochromatin","#D3D3D3",3
3,127994160,"DNaseI","DNaseI","#C9DD03",1
3,127994160,"ChromHMM","Enhancer","#0000AA",7
3,128038373,"Conserved","Conserved","#F9A100",2
3,128038373,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128046643,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128058617,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128204951,"DNaseI","DNaseI","#C9DD03",1
3,128204951,"Conserved","Conserved","#F9A100",2
3,128204951,"ChromHMM","Enhancer","#0000AA",7
3,128205519,"DNaseI","DNaseI","#C9DD03",1
3,128205519,"Conserved","Conserved","#F9A100",2
3,128205519,"ChromHMM","Promoter","#00DD00",6
3,128209570,"DNaseI","DNaseI","#C9DD03",1
3,128209570,"ChromHMM","Promoter","#00DD00",6
3,128212730,"DNaseI","DNaseI","#C9DD03",1
3,128212730,"ChromHMM","Transcribed","#E0E0E0",9
3,128212963,"DNaseI","DNaseI","#C9DD03",1
3,128212963,"ChromHMM","Transcribed","#E0E0E0",9
3,128213344,"ChromHMM","Transcribed","#E0E0E0",9
3,128213994,"ChromHMM","Transcribed","#E0E0E0",9
3,128214786,"DNaseI","DNaseI","#C9DD03",1
3,128214786,"ChromHMM","Transcribed","#E0E0E0",9
3,128217431,"DNaseI","DNaseI","#C9DD03",1
3,128217431,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128219205,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128221728,"DNaseI","DNaseI","#C9DD03",1
3,128221728,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128223351,"DNaseI","DNaseI","#C9DD03",1
3,128223351,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128224191,"DNaseI","DNaseI","#C9DD03",1
3,128224191,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128224198,"DNaseI","DNaseI","#C9DD03",1
3,128224198,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128225218,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128226047,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128228394,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128229335,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128230396,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128231571,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128231928,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128232384,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128232474,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128232679,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128236691,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128238629,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128238682,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128239340,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128239657,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128240954,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128241280,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128241281,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128243631,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128245104,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128245481,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128245696,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128245709,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128265580,"ChromHMM","Transcribed","#E0E0E0",9
3,128275459,"DNaseI","DNaseI","#C9DD03",1
3,128275459,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128275656,"DNaseI","DNaseI","#C9DD03",1
3,128275656,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128276748,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128277551,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128278333,"DNaseI","DNaseI","#C9DD03",1
3,128278333,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128278803,"ChromHMM","Enhancer","#0000AA",7
3,128279257,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128279485,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128281701,"Conserved","Conserved","#F9A100",2
3,128281701,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128282697,"ChromHMM","Heterochromatin","#D3D3D3",3
3,128284276,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141085972,"ChromHMM","Enhancer","#0000AA",7
3,141087623,"DNaseI","DNaseI","#C9DD03",1
3,141087623,"Conserved","Conserved","#F9A100",2
3,141087623,"ChromHMM","Enhancer","#0000AA",7
3,141091595,"ChromHMM","Transcribed","#E0E0E0",9
3,141092050,"ChromHMM","Transcribed","#E0E0E0",9
3,141093285,"DNaseI","DNaseI","#C9DD03",1
3,141093285,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141094209,"Conserved","Conserved","#F9A100",2
3,141094209,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141094769,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141095372,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141095724,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141095949,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141096185,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141096736,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141096755,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141097203,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141100280,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141101961,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141102833,"DNaseI","DNaseI","#C9DD03",1
3,141102833,"Conserved","Conserved","#F9A100",2
3,141102833,"ChromHMM","Enhancer","#0000AA",7
3,141104180,"Conserved","Conserved","#F9A100",2
3,141104180,"ChromHMM","Transcribed","#E0E0E0",9
3,141105570,"Conserved","Conserved","#F9A100",2
3,141105570,"ChromHMM","Transcribed","#E0E0E0",9
3,141106063,"Conserved","Conserved","#F9A100",2
3,141106063,"ChromHMM","Transcribed","#E0E0E0",9
3,141106954,"Conserved","Conserved","#F9A100",2
3,141106954,"ChromHMM","Transcribed","#E0E0E0",9
3,141109321,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141109348,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141110074,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141112859,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141114293,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141115219,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141117969,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141118028,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141121814,"DNaseI","DNaseI","#C9DD03",1
3,141121814,"Conserved","Conserved","#F9A100",2
3,141121814,"ChromHMM","Promoter","#00DD00",6
3,141124607,"ChromHMM","Enhancer","#0000AA",7
3,141125186,"ChromHMM","Enhancer","#0000AA",7
3,141125439,"ChromHMM","Enhancer","#0000AA",7
3,141125705,"ChromHMM","Enhancer","#0000AA",7
3,141128804,"ChromHMM","Enhancer","#0000AA",7
3,141129999,"ChromHMM","Enhancer","#0000AA",7
3,141130835,"ChromHMM","Enhancer","#0000AA",7
3,141133450,"ChromHMM","Enhancer","#0000AA",7
3,141133960,"ChromHMM","Transcribed","#E0E0E0",9
3,141139330,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141140366,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141140968,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141142691,"ChromHMM","Heterochromatin","#D3D3D3",3
3,141147414,"ChromHMM","Transcribed","#E0E0E0",9
3,141148419,"ChromHMM","Transcribed","#E0E0E0",9
3,141150026,"ChromHMM","Enhancer","#0000AA",7
3,141150183,"ChromHMM","Enhancer","#0000AA",7
3,141150990,"Conserved","Conserved","#F9A100",2
3,141150990,"ChromHMM","Enhancer","#0000AA",7
3,141154542,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170073339,"Conserved","Conserved","#F9A100",2
3,170073339,"ChromHMM","Transcribed","#E0E0E0",9
3,170074001,"ChromHMM","Enhancer","#0000AA",7
3,170074374,"DNaseI","DNaseI","#C9DD03",1
3,170074374,"ChromHMM","Promoter","#00DD00",6
3,170074517,"DNaseI","DNaseI","#C9DD03",1
3,170074517,"Conserved","Conserved","#F9A100",2
3,170074517,"ChromHMM","Promoter","#00DD00",6
3,170076006,"DNaseI","DNaseI","#C9DD03",1
3,170076006,"Conserved","Conserved","#F9A100",2
3,170076006,"ChromHMM","CTCF+Promoter","#4FFFA4",11
3,170080332,"ChromHMM","Enhancer","#0000AA",7
3,170082181,"ChromHMM","Promoter","#00DD00",6
3,170083540,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170083629,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170084335,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170084937,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170085265,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170090374,"Conserved","Conserved","#F9A100",2
3,170090374,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170091902,"Conserved","Conserved","#F9A100",2
3,170091902,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170092053,"Conserved","Conserved","#F9A100",2
3,170092053,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170092057,"Conserved","Conserved","#F9A100",2
3,170092057,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170095145,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170095281,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170096865,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170097512,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170098443,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170099393,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170100476,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170105309,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170110529,"Conserved","Conserved","#F9A100",2
3,170110529,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170118416,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170118525,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170118835,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170118839,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170118841,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170118843,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170119576,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170119585,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170119586,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170119589,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170119591,"ChromHMM","Heterochromatin","#D3D3D3",3
3,170120054,"ChromHMM","Heterochromatin","#D3D3D3",3
4,74349158,"ChromHMM","Heterochromatin","#D3D3D3",3
4,74442349,"Conserved","Conserved","#F9A100",2
4,74442349,"ChromHMM","Heterochromatin","#D3D3D3",3
4,74466132,"ChromHMM","Transcribed","#E0E0E0",9
4,74466409,"Conserved","Conserved","#F9A100",2
4,74466409,"ChromHMM","Transcribed","#E0E0E0",9
4,74470601,"ChromHMM","Transcribed","#E0E0E0",9
4,74471944,"ChromHMM","Transcribed","#E0E0E0",9
4,74472081,"ChromHMM","Enhancer","#0000AA",7
4,74472268,"ChromHMM","Enhancer","#0000AA",7
4,74472876,"ChromHMM","Enhancer","#0000AA",7
4,74472896,"ChromHMM","Enhancer","#0000AA",7
4,74476924,"ChromHMM","Enhancer","#0000AA",7
4,74477135,"ChromHMM","Enhancer","#0000AA",7
4,74485985,"DNaseI","DNaseI","#C9DD03",1
4,74485985,"Conserved","Conserved","#F9A100",2
4,74485985,"ChromHMM","Promoter","#00DD00",6
4,95411302,"ChromHMM","Enhancer","#0000AA",7
4,95412692,"DNaseI","DNaseI","#C9DD03",1
4,95412692,"ChromHMM","Enhancer","#0000AA",7
4,95414563,"ChromHMM","Transcribed","#E0E0E0",9
4,95415446,"ChromHMM","Transcribed","#E0E0E0",9
4,95416599,"ChromHMM","Transcribed","#E0E0E0",9
4,95416601,"ChromHMM","Transcribed","#E0E0E0",9
4,95416602,"ChromHMM","Transcribed","#E0E0E0",9
4,95417665,"ChromHMM","Transcribed","#E0E0E0",9
4,95419878,"ChromHMM","Transcribed","#E0E0E0",9
4,95420010,"ChromHMM","Transcribed","#E0E0E0",9
4,95420163,"ChromHMM","Transcribed","#E0E0E0",9
4,95421922,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95432749,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95439154,"DNaseI","DNaseI","#C9DD03",1
4,95439154,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95458074,"ChromHMM","Transcribed","#E0E0E0",9
4,95468433,"ChromHMM","Transcribed","#E0E0E0",9
4,95474562,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95477006,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95477192,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95478603,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95479064,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95482211,"ChromHMM","Enhancer","#0000AA",7
4,95482820,"ChromHMM","Transcribed","#E0E0E0",9
4,95484190,"ChromHMM","Transcribed","#E0E0E0",9
4,95486990,"ChromHMM","Transcribed","#E0E0E0",9
4,95487082,"ChromHMM","Transcribed","#E0E0E0",9
4,95487714,"ChromHMM","Transcribed","#E0E0E0",9
4,95488396,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95489082,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95489556,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95500628,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95506842,"Conserved","Conserved","#F9A100",2
4,95506842,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95516516,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95521397,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95544718,"DNaseI","DNaseI","#C9DD03",1
4,95544718,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95547412,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95547467,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95548550,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95554249,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95562393,"Conserved","Conserved","#F9A100",2
4,95562393,"ChromHMM","Enhancer","#0000AA",7
4,95562877,"DNaseI","DNaseI","#C9DD03",1
4,95562877,"ChromHMM","Enhancer","#0000AA",7
4,95564225,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95568956,"Conserved","Conserved","#F9A100",2
4,95568956,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95569216,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95570165,"ChromHMM","Enhancer","#0000AA",7
4,95571976,"DNaseI","DNaseI","#C9DD03",1
4,95571976,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95573998,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95574708,"Conserved","Conserved","#F9A100",2
4,95574708,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95574710,"Conserved","Conserved","#F9A100",2
4,95574710,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95575114,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95575601,"Conserved","Conserved","#F9A100",2
4,95575601,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95577290,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95577397,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95578217,"Conserved","Conserved","#F9A100",2
4,95578217,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95579366,"Conserved","Conserved","#F9A100",2
4,95579366,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95579705,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95579739,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95580095,"Conserved","Conserved","#F9A100",2
4,95580095,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95580631,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95580633,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95580635,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95581344,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95581345,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95581720,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95581890,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95582026,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95582061,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95582159,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95582213,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95582359,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95583042,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95585225,"Conserved","Conserved","#F9A100",2
4,95585225,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95585642,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95585748,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95586279,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95586405,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95587259,"Conserved","Conserved","#F9A100",2
4,95587259,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95587675,"Conserved","Conserved","#F9A100",2
4,95587675,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95588158,"Conserved","Conserved","#F9A100",2
4,95588158,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95588674,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95588823,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95589337,"Conserved","Conserved","#F9A100",2
4,95589337,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95589477,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95589869,"Conserved","Conserved","#F9A100",2
4,95589869,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95589897,"Conserved","Conserved","#F9A100",2
4,95589897,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95590158,"Conserved","Conserved","#F9A100",2
4,95590158,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95591976,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95593185,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95594456,"Conserved","Conserved","#F9A100",2
4,95594456,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95595308,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95595800,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95596188,"ChromHMM","Heterochromatin","#D3D3D3",3
4,95596744,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106061534,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106064626,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106065308,"DNaseI","DNaseI","#C9DD03",1
4,106065308,"Conserved","Conserved","#F9A100",2
4,106065308,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106115450,"ChromHMM","Enhancer","#0000AA",7
4,106116214,"ChromHMM","Enhancer","#0000AA",7
4,106123582,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106124585,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106127004,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106128760,"DNaseI","DNaseI","#C9DD03",1
4,106128760,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106128954,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106131210,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106133184,"ChromHMM","Transcribed","#E0E0E0",9
4,106137033,"DNaseI","DNaseI","#C9DD03",1
4,106137033,"ChromHMM","Enhancer","#0000AA",7
4,106138146,"Conserved","Conserved","#F9A100",2
4,106138146,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106140501,"Conserved","Conserved","#F9A100",2
4,106140501,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106142960,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106143140,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106143797,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106143948,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106144735,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106148758,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106151642,"ChromHMM","Heterochromatin","#D3D3D3",3
4,106151843,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1252245,"DNaseI","DNaseI","#C9DD03",1
5,1252245,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1253918,"DNaseI","DNaseI","#C9DD03",1
5,1253918,"Conserved","Conserved","#F9A100",2
5,1253918,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1276769,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1276873,"DNaseI","DNaseI","#C9DD03",1
5,1276873,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1279790,"DNaseI","DNaseI","#C9DD03",1
5,1279790,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1279964,"DNaseI","DNaseI","#C9DD03",1
5,1279964,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1280028,"DNaseI","DNaseI","#C9DD03",1
5,1280028,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1280830,"DNaseI","DNaseI","#C9DD03",1
5,1280830,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1280938,"DNaseI","DNaseI","#C9DD03",1
5,1280938,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1280940,"DNaseI","DNaseI","#C9DD03",1
5,1280940,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1282319,"DNaseI","DNaseI","#C9DD03",1
5,1282319,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1282414,"DNaseI","DNaseI","#C9DD03",1
5,1282414,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1283755,"DNaseI","DNaseI","#C9DD03",1
5,1283755,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1284135,"DNaseI","DNaseI","#C9DD03",1
5,1284135,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1284976,"DNaseI","DNaseI","#C9DD03",1
5,1284976,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1285974,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1287194,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1289975,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1291331,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1292118,"ChromHMM","Repressed","#ED3333",10
5,1292958,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1294166,"DNaseI","DNaseI","#C9DD03",1
5,1294166,"ChromHMM","Repressed","#ED3333",10
5,1295373,"DNaseI","DNaseI","#C9DD03",1
5,1295373,"ChromHMM","Repressed","#ED3333",10
5,1295452,"DNaseI","DNaseI","#C9DD03",1
5,1295452,"ChromHMM","Repressed","#ED3333",10
5,1295682,"DNaseI","DNaseI","#C9DD03",1
5,1295682,"ChromHMM","Repressed","#ED3333",10
5,1296072,"DNaseI","DNaseI","#C9DD03",1
5,1296072,"ChromHMM","Repressed","#ED3333",10
5,1297918,"ChromHMM","Repressed","#ED3333",10
5,1298733,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1307624,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1543918,"ChromHMM","Heterochromatin","#D3D3D3",3
5,1889321,"DNaseI","DNaseI","#C9DD03",1
5,1889321,"ChromHMM","Enhancer","#0000AA",7
5,1889346,"DNaseI","DNaseI","#C9DD03",1
5,1889346,"ChromHMM","Enhancer","#0000AA",7
5,44267411,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44269391,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44270934,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44273673,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44274058,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44275232,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44275901,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44276831,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44277102,"Conserved","Conserved","#F9A100",2
5,44277102,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44277946,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44279496,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44280735,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44281285,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44284854,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44286200,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44286362,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44286562,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44289908,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44290574,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44291404,"Conserved","Conserved","#F9A100",2
5,44291404,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44292137,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44293405,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44294003,"ChromHMM","Heterochromatin","#D3D3D3",3
5,44296884,"ChromHMM","Heterochromatin","#D3D3D3",3
